Date,Open,High,Low,Close,Volume,Adj Close
2015-12-28,6.41,6.44,6.25,6.27,6208000,6.27
2015-12-25,6.46,6.46,6.46,6.46,000,6.46
2015-12-24,6.50,6.51,6.36,6.46,2171900,6.46
2015-12-23,6.39,6.52,6.39,6.49,7509900,6.49
2015-12-22,6.45,6.50,6.30,6.44,7171200,6.44
2015-12-21,6.24,6.47,6.16,6.43,11895100,6.43
2015-12-18,6.09,6.35,6.09,6.24,10337400,6.24
2015-12-17,6.10,6.29,6.08,6.22,9382000,6.22
2015-12-16,5.96,6.12,5.96,6.08,10740500,6.08
2015-12-15,5.95,6.00,5.86,5.93,9508700,5.93
2015-12-14,5.84,6.08,5.71,6.02,13072500,6.02
2015-12-11,6.08,6.14,5.98,6.04,9427200,6.04
2015-12-10,6.13,6.14,5.87,5.94,15066100,5.94
2015-12-09,6.40,6.40,6.05,6.12,7164900,6.12
2015-12-08,6.31,6.42,6.21,6.36,12297100,6.36
2015-12-07,6.16,6.30,6.16,6.24,6626900,6.24
2015-12-04,6.38,6.38,6.10,6.11,9214400,6.11
2015-12-03,6.45,6.48,6.36,6.42,3488700,6.42
2015-12-02,6.48,6.48,6.37,6.46,5269200,6.46
2015-12-01,6.39,6.40,6.27,6.40,8152400,6.40
2015-11-30,6.31,6.39,6.18,6.25,15223700,6.25
2015-11-27,6.41,6.53,6.18,6.33,15217400,6.33
2015-11-26,6.59,6.65,6.35,6.40,7365300,6.40
2015-11-25,6.55,6.64,6.50,6.55,5345200,6.55
2015-11-24,6.75,6.75,6.53,6.56,7081000,6.56
2015-11-23,6.95,6.95,6.60,6.72,12221000,6.72
2015-11-20,6.83,6.87,6.70,6.85,5622000,6.85
2015-11-19,6.78,6.88,6.76,6.80,7078000,6.80
2015-11-18,6.85,6.85,6.60,6.68,11796300,6.68
2015-11-17,6.69,6.83,6.68,6.72,12522000,6.72
2015-11-16,6.66,6.67,6.38,6.56,12537300,6.56
2015-11-13,6.90,6.99,6.72,6.80,8096200,6.80
2015-11-12,7.04,7.13,6.90,6.94,5105000,6.94
2015-11-11,6.95,7.04,6.85,6.98,6067800,6.98
2015-11-10,6.98,7.13,6.97,7.00,8146000,7.00
2015-11-09,7.16,7.24,7.07,7.09,5215500,7.09
2015-11-06,7.15,7.24,7.11,7.16,11268500,7.16
2015-11-05,7.16,7.28,7.04,7.15,16299000,7.15
2015-11-04,7.20,7.46,7.05,7.16,12417300,7.16
2015-11-03,7.35,7.35,7.18,7.25,7930000,7.25
2015-11-02,7.30,7.39,7.13,7.15,14617200,7.15
2015-10-30,7.29,7.50,7.28,7.49,9746500,7.49
2015-10-29,7.41,7.43,7.19,7.31,9702700,7.31
2015-10-28,7.32,7.68,7.30,7.47,11734600,7.47
2015-10-27,7.30,7.46,7.20,7.34,8495900,7.34
2015-10-26,7.33,7.54,7.17,7.20,10332500,7.20
2015-10-23,7.42,7.45,7.07,7.19,13431700,7.19
2015-10-22,6.77,7.46,6.74,7.34,29271500,7.34
2015-10-21,6.81,6.81,6.81,6.81,000,6.81
2015-10-20,6.89,6.94,6.74,6.81,5142600,6.81
2015-10-19,6.95,6.95,6.72,6.86,5546800,6.86
2015-10-16,6.99,7.10,6.78,6.88,13966900,6.88
2015-10-15,6.70,6.96,6.62,6.91,11800800,6.91
2015-10-14,6.60,6.65,6.50,6.59,7844300,6.59
2015-10-13,6.70,6.72,6.54,6.60,13580200,6.60
2015-10-12,6.35,6.66,6.25,6.61,20567100,6.61
2015-10-09,6.18,6.36,6.10,6.35,12009700,6.35
2015-10-08,6.28,6.37,6.16,6.17,14188000,6.17
2015-10-07,6.30,6.37,6.20,6.21,19432000,6.21
2015-10-06,6.66,6.69,6.27,6.33,11344000,6.33
2015-10-05,6.58,6.74,6.38,6.39,10147000,6.39
2015-10-02,6.16,6.72,6.12,6.49,27103800,6.49
2015-10-01,6.11,6.11,6.11,6.11,000,6.11
2015-09-30,6.08,6.28,5.92,6.11,17349500,6.11
2015-09-29,5.70,6.03,5.69,6.00,14596200,6.00
2015-09-28,5.98,5.98,5.98,5.98,000,5.98
2015-09-25,5.95,6.04,5.81,5.98,10428300,5.98
2015-09-24,5.90,6.01,5.81,5.93,9946900,5.93
2015-09-23,6.11,6.17,5.76,5.84,16555500,5.84
2015-09-22,6.23,6.29,6.13,6.16,10442000,6.16
2015-09-21,6.18,6.29,6.08,6.23,10789200,6.23
2015-09-18,6.10,6.33,6.10,6.27,11559100,6.27
2015-09-17,6.21,6.30,6.05,6.07,14015100,6.07
2015-09-16,6.05,6.29,6.02,6.21,25610700,6.21
2015-09-15,5.78,6.16,5.56,5.98,24605700,5.98
2015-09-14,5.83,6.05,5.59,5.67,15848700,5.67
2015-09-11,5.54,5.98,5.52,5.77,21826500,5.77
2015-09-10,5.46,5.67,5.38,5.59,12618000,5.59
2015-09-09,5.49,5.76,5.44,5.58,19844700,5.58
2015-09-08,5.07,5.43,5.07,5.37,15713500,5.37
2015-09-07,5.08,5.34,5.01,5.10,13364000,5.10
2015-09-04,5.12,5.45,5.04,5.19,10598900,5.19
2015-09-03,5.30,5.30,5.30,5.30,000,5.30
2015-09-02,5.04,5.61,5.01,5.30,21921500,5.30
2015-09-01,5.40,5.48,5.11,5.14,16672400,5.14
2015-08-31,5.82,5.90,5.42,5.60,14832000,5.60
2015-08-28,6.00,6.10,5.58,5.76,29076200,5.76
2015-08-27,5.71,6.09,5.57,6.00,20797600,6.00
