Date,Open,High,Low,Close,Volume,Adj Close
2015-12-25,203.20,203.20,203.20,203.20,000,203.20
2015-12-24,203.40,203.60,201.80,203.20,1162000,203.20
2015-12-23,199.70,203.20,199.70,202.80,3840200,202.80
2015-12-22,202.00,202.00,198.80,200.00,2032000,200.00
2015-12-21,198.60,201.40,198.00,201.00,2621000,201.00
2015-12-18,198.70,202.20,198.40,198.90,3831600,198.90
2015-12-17,200.00,202.00,199.40,200.80,4423800,200.80
2015-12-16,198.00,199.70,197.20,199.40,3716600,199.40
2015-12-15,194.50,196.70,193.10,195.30,3312600,195.30
2015-12-14,189.40,196.00,189.00,195.60,5644200,195.60
2015-12-11,200.20,200.40,193.20,194.20,7579500,194.20
2015-12-10,197.00,201.60,197.00,198.60,3430300,198.60
2015-12-09,202.00,202.60,198.20,198.30,8637100,198.30
2015-12-08,206.00,206.40,201.60,203.60,5854800,203.60
2015-12-07,208.00,209.00,206.00,206.20,3511200,206.20
2015-12-04,204.00,206.20,203.80,206.00,3597500,206.00
2015-12-03,206.40,207.20,205.60,206.80,2572300,206.80
2015-12-02,205.60,208.40,203.60,206.60,5468700,206.60
2015-12-01,203.00,204.40,200.00,204.00,7776000,204.00
2015-11-30,202.80,206.40,201.60,202.00,4252000,202.00
2015-11-27,209.00,209.00,203.40,203.80,7884700,203.80
2015-11-26,210.60,213.80,208.40,209.00,3732300,209.00
2015-11-25,210.40,211.80,208.80,210.00,3475000,210.00
2015-11-24,209.40,212.20,208.40,210.80,3344800,210.80
2015-11-23,210.60,214.20,209.00,210.40,3811400,210.40
2015-11-20,208.80,211.00,207.80,210.80,2735700,210.80
2015-11-19,208.00,209.00,206.80,208.00,2620100,208.00
2015-11-18,209.00,209.60,205.00,205.20,3672900,205.20
2015-11-17,209.80,212.40,208.20,208.60,3532600,208.60
2015-11-16,206.00,209.00,205.40,207.00,4787800,207.00
2015-11-13,211.60,212.80,209.40,210.40,3906600,210.40
2015-11-12,212.00,214.60,209.40,213.80,6198900,213.80
2015-11-11,212.00,213.20,208.40,209.80,7612400,209.80
2015-11-10,210.00,217.80,208.20,212.00,7159000,212.00
2015-11-09,211.00,219.40,210.20,212.60,8329700,212.60
2015-11-06,210.00,212.60,208.20,212.40,6439000,212.40
2015-11-05,208.80,211.80,208.40,209.80,6823400,209.80
2015-11-04,201.60,218.00,200.40,209.20,30159100,209.20
2015-11-03,201.00,202.40,199.40,199.80,3143500,199.80
2015-11-02,201.00,204.00,198.50,198.80,4998800,198.80
2015-10-30,203.40,205.00,202.60,203.80,3346100,203.80
2015-10-29,205.00,205.80,202.20,204.40,3187200,204.40
2015-10-28,205.00,205.60,203.00,203.60,3463800,203.60
2015-10-27,203.60,205.00,202.80,204.80,4170900,204.80
2015-10-26,207.00,207.00,203.60,204.40,4176200,204.40
2015-10-23,207.40,208.60,205.00,205.40,4068800,205.40
2015-10-22,201.00,205.20,200.20,203.60,4051600,203.60
2015-10-21,203.00,203.00,203.00,203.00,000,203.00
2015-10-20,204.00,205.20,201.60,203.00,4875600,203.00
