Date,Open,High,Low,Close,Volume,Adj Close
2015-12-28,5.09,5.11,5.02,5.04,23333200,5.04
2015-12-25,5.08,5.08,5.08,5.08,000,5.08
2015-12-24,5.12,5.12,5.07,5.08,11054000,5.08
2015-12-23,5.00,5.12,5.00,5.08,37311300,5.08
2015-12-22,5.02,5.06,4.96,4.98,36545200,4.98
2015-12-21,4.90,5.07,4.90,5.03,59876400,5.03
2015-12-18,4.86,5.01,4.86,4.96,59214800,4.96
2015-12-17,4.90,4.97,4.86,4.89,56715000,4.89
2015-12-16,4.80,4.91,4.80,4.82,35582700,4.82
2015-12-15,4.79,4.81,4.72,4.76,48715200,4.76
2015-12-14,4.67,4.79,4.67,4.77,53075900,4.77
2015-12-11,4.82,4.84,4.71,4.75,38952900,4.75
2015-12-10,4.89,4.89,4.80,4.81,34766500,4.81
2015-12-09,4.93,4.93,4.86,4.87,27387200,4.87
2015-12-08,5.01,5.01,4.86,4.94,39979600,4.94
2015-12-07,5.02,5.04,4.92,4.95,16602500,4.95
2015-12-04,4.97,5.02,4.95,4.96,40822200,4.96
2015-12-03,5.07,5.11,5.03,5.05,39640200,5.05
2015-12-02,4.98,5.12,4.94,5.07,52593700,5.07
2015-12-01,4.96,4.99,4.92,4.94,45542900,4.94
2015-11-30,4.94,4.99,4.88,4.89,90608500,4.89
2015-11-27,5.12,5.12,4.95,4.96,69157500,4.96
2015-11-26,5.13,5.18,5.09,5.12,27161100,5.12
2015-11-25,5.17,5.18,5.11,5.12,38459500,5.12
2015-11-24,5.20,5.22,5.11,5.16,24291800,5.16
2015-11-23,5.28,5.31,5.20,5.21,32413100,5.21
2015-11-20,5.25,5.30,5.20,5.27,38673000,5.27
2015-11-19,5.21,5.26,5.17,5.22,53995200,5.22
2015-11-18,5.22,5.23,5.12,5.15,88244800,5.15
2015-11-17,5.09,5.09,5.09,5.09,000,5.09
2015-11-16,5.09,5.09,5.09,5.09,000,5.09
2015-11-13,5.13,5.18,5.05,5.09,55330700,5.09
2015-11-12,5.22,5.26,5.15,5.20,49651900,5.20
2015-11-11,5.17,5.23,5.14,5.20,32153500,5.20
2015-11-10,5.18,5.28,5.17,5.20,48092900,5.20
2015-11-09,5.12,5.34,5.12,5.25,83849400,5.25
2015-11-06,5.14,5.21,5.14,5.16,34104200,5.16
2015-11-05,5.11,5.24,5.11,5.18,66453500,5.18
2015-11-04,5.05,5.17,5.05,5.09,47032100,5.09
2015-11-03,5.09,5.12,5.01,5.02,34586100,5.02
2015-11-02,5.00,5.10,5.00,5.04,36468600,5.04
2015-10-30,5.08,5.11,5.01,5.03,34749000,5.03
2015-10-29,5.12,5.12,5.01,5.05,36866800,5.05
2015-10-28,5.07,5.16,5.01,5.04,45492800,5.04
2015-10-27,5.05,5.15,5.05,5.13,36053900,5.13
2015-10-26,5.18,5.20,5.08,5.12,34936900,5.12
2015-10-23,5.18,5.19,5.12,5.16,33966700,5.16
2015-10-22,5.07,5.14,5.06,5.12,37818000,5.12
2015-10-21,5.11,5.11,5.11,5.11,000,5.11
2015-10-20,5.09,5.11,5.02,5.11,32286000,5.11
2015-10-19,5.06,5.10,5.05,5.09,30004700,5.09
2015-10-16,5.07,5.10,5.01,5.06,33386400,5.06
2015-10-15,4.96,5.07,4.94,5.00,39956200,5.00
2015-10-14,4.93,5.01,4.88,4.92,37423200,4.92
2015-10-13,4.96,5.06,4.95,4.99,33394300,4.99
2015-10-12,5.04,5.10,5.00,5.00,48963100,5.00
2015-10-09,4.95,5.15,4.92,4.99,73995200,4.99
2015-10-08,4.90,4.94,4.84,4.91,47053600,4.91
2015-10-07,4.80,4.93,4.77,4.91,47258800,4.91
2015-10-06,4.84,4.85,4.69,4.76,26381200,4.76
2015-10-05,4.68,4.77,4.63,4.74,34549000,4.74
2015-10-02,4.56,4.66,4.51,4.59,36396000,4.59
2015-10-01,4.49,4.49,4.49,4.49,000,4.49
2015-09-30,4.48,4.56,4.45,4.49,37504000,4.49
2015-09-29,4.51,4.53,4.38,4.45,44084300,4.45
2015-09-28,4.62,4.62,4.62,4.62,000,4.62
2015-09-25,4.55,4.65,4.55,4.62,26942100,4.62
2015-09-24,4.58,4.64,4.55,4.58,29984000,4.58
2015-09-23,4.70,4.73,4.54,4.61,63383700,4.61
2015-09-22,4.81,4.87,4.73,4.74,31697000,4.74
2015-09-21,4.70,4.77,4.66,4.75,45381600,4.75
2015-09-18,4.76,4.84,4.76,4.79,35157300,4.79
2015-09-17,4.79,4.87,4.74,4.76,43671600,4.76
2015-09-16,4.69,4.83,4.68,4.73,40536200,4.73
2015-09-15,4.79,4.79,4.64,4.65,40307600,4.65
2015-09-14,4.69,4.77,4.59,4.70,40326800,4.70
2015-09-11,4.80,4.84,4.67,4.68,44539000,4.68
2015-09-10,4.71,4.74,4.65,4.72,32039500,4.72
